,data,open,high,low,close,Volume,name
171999,20120105,25650,26050,25400,25600,2076944,LG디스플레이
172000,20120106,25000,25450,24800,25150,2092367,LG디스플레이
172001,20120109,25000,25650,24650,25150,1578369,LG디스플레이
172002,20120110,25750,26400,25600,26100,2928663,LG디스플레이
172003,20120111,26500,26950,26450,26800,4283342,LG디스플레이
172004,20120112,27000,27100,26450,26750,2915494,LG디스플레이
172005,20120113,27100,27100,26550,26850,1618110,LG디스플레이
172006,20120116,26400,26700,26200,26500,1366714,LG디스플레이
172007,20120117,26850,26950,25600,26900,3170663,LG디스플레이
172008,20120118,26800,26900,26300,26600,1625183,LG디스플레이
172009,20120119,26850,27450,26700,27350,2711690,LG디스플레이
172010,20120120,27600,28800,27500,28600,3305531,LG디스플레이
172011,20120125,28700,29350,28150,28550,2172214,LG디스플레이
172012,20120126,28700,28750,27700,28000,2651457,LG디스플레이
172013,20120127,27650,28900,27100,28550,2668813,LG디스플레이
172014,20120130,29100,29900,28900,29300,4255261,LG디스플레이
172015,20120131,29500,29700,28900,29450,2003210,LG디스플레이
172016,20120201,29550,30350,29250,30150,2880523,LG디스플레이
172017,20120202,30950,31450,30000,30450,3187878,LG디스플레이
172018,20120203,30450,30750,28700,29150,5533645,LG디스플레이
172019,20120206,29900,30950,29700,30300,3394209,LG디스플레이
172020,20120207,30400,30500,28200,28850,5464990,LG디스플레이
172021,20120208,28900,29400,28150,29300,3883046,LG디스플레이
172022,20120209,29550,29750,29000,29400,2145116,LG디스플레이
172023,20120210,29150,29850,28700,29000,1978967,LG디스플레이
172024,20120213,29300,30150,29250,29750,2130741,LG디스플레이
172025,20120214,29800,30100,29450,29750,1911845,LG디스플레이
172026,20120215,29750,30050,28700,29300,5081503,LG디스플레이
172027,20120216,28850,29150,27800,28150,3319085,LG디스플레이
172028,20120217,28700,29500,28650,29200,2867114,LG디스플레이
172029,20120220,29350,29550,28800,28850,1638737,LG디스플레이
172030,20120221,28900,29200,28850,28950,801992,LG디스플레이
172031,20120222,29050,29300,28800,29000,956802,LG디스플레이
172032,20120223,29000,29100,28150,28600,1636740,LG디스플레이
172033,20120224,28650,28800,28200,28650,1100849,LG디스플레이
172034,20120227,29050,29250,28500,28600,1541206,LG디스플레이
172035,20120228,28950,29100,28600,29000,1714164,LG디스플레이
172036,20120229,29350,29900,29100,29600,2292744,LG디스플레이
172037,20120302,30000,30100,29150,29550,1809926,LG디스플레이
172038,20120305,29250,29450,28400,28550,1880086,LG디스플레이
172039,20120306,28800,28800,27350,27750,3448845,LG디스플레이
172040,20120307,27250,27900,26900,27600,2337276,LG디스플레이
172041,20120308,27850,28350,27700,28200,2442686,LG디스플레이
172042,20120309,28500,28700,27700,28200,2696180,LG디스플레이
172043,20120312,28250,28500,27400,27400,2115939,LG디스플레이
172044,20120313,27550,28250,27500,28200,2049064,LG디스플레이
172045,20120314,28650,28700,27800,28300,2935839,LG디스플레이
172046,20120315,28400,29450,28300,29300,4148228,LG디스플레이
172047,20120316,29250,29450,28850,29150,2587250,LG디스플레이
172048,20120319,29350,29350,28800,29150,1501636,LG디스플레이
172049,20120320,29200,30000,29150,29350,2982140,LG디스플레이
172050,20120321,29300,29700,28900,29650,1675238,LG디스플레이
172051,20120322,29750,29800,28850,29200,1832091,LG디스플레이
172052,20120323,28900,29200,28350,28750,2074999,LG디스플레이
172053,20120326,28800,28900,27850,28050,1902960,LG디스플레이
172054,20120327,28350,28900,27600,28550,2854459,LG디스플레이
172055,20120328,27900,27900,27050,27150,5502881,LG디스플레이
172056,20120329,26950,27150,25950,26350,4562661,LG디스플레이
172057,20120330,26050,26800,26050,26500,3358547,LG디스플레이
172058,20120402,26450,26950,26450,26800,1990896,LG디스플레이
172059,20120403,27200,27800,26900,27500,3343701,LG디스플레이
172060,20120404,27750,28050,27250,27350,2173359,LG디스플레이
172061,20120405,27500,27550,26600,26950,1666632,LG디스플레이
172062,20120406,26950,27850,26750,27150,1375312,LG디스플레이
172063,20120409,27250,27700,26200,26450,2155680,LG디스플레이
172064,20120410,26600,27000,26250,26500,1338353,LG디스플레이
172065,20120412,26600,26950,26350,26700,1728861,LG디스플레이
172066,20120413,27300,27950,27100,27850,2129687,LG디스플레이
172067,20120416,27650,28100,27400,27850,1452971,LG디스플레이
172068,20120417,27950,28000,26900,27050,1323246,LG디스플레이
172069,20120418,27650,27700,26600,27000,1839556,LG디스플레이
172070,20120419,26700,27000,26150,26300,1868916,LG디스플레이
172071,20120420,26150,26500,25800,25850,1672992,LG디스플레이
172072,20120423,26000,26700,25900,26600,1605557,LG디스플레이
172073,20120424,26350,26800,26100,26350,1206665,LG디스플레이
172074,20120425,27350,27600,26650,26850,3086887,LG디스플레이
172075,20120426,27300,27400,25700,26050,2809569,LG디스플레이
172076,20120427,26200,26350,25700,25900,1385174,LG디스플레이
172077,20120430,26150,26450,24100,24900,4080720,LG디스플레이
172078,20120502,24900,25300,24600,25150,2392491,LG디스플레이
172079,20120503,24600,24850,23200,23500,7133636,LG디스플레이
172080,20120504,23700,24100,23600,23950,2744423,LG디스플레이
172081,20120507,23500,23850,23250,23550,1380199,LG디스플레이
172082,20120508,23700,24200,23400,23750,1608308,LG디스플레이
172083,20120509,23500,24050,23150,23450,1956327,LG디스플레이
172084,20120510,23100,23250,22800,22900,2313125,LG디스플레이
172085,20120511,22800,22850,22050,22200,1943936,LG디스플레이
172086,20120514,22250,22400,21350,21850,2141741,LG디스플레이
172087,20120515,21100,21400,20500,21000,3194935,LG디스플레이
172088,20120516,20600,20750,19850,20050,4618799,LG디스플레이
172089,20120517,20050,20850,19900,20700,3116118,LG디스플레이
172090,20120518,20550,21650,20350,20850,5671299,LG디스플레이
172091,20120521,21250,21700,20600,20900,2883508,LG디스플레이
172092,20120522,21400,21600,21150,21250,2319713,LG디스플레이
172093,20120523,21100,21100,20250,20400,2356745,LG디스플레이
172094,20120524,20300,20750,20100,20600,1707100,LG디스플레이
172095,20120525,20450,20700,19850,20050,3552488,LG디스플레이
172096,20120529,20200,21000,20000,21000,2222327,LG디스플레이
172097,20120530,21200,21650,21100,21300,3064921,LG디스플레이
172098,20120531,20950,21150,20750,20900,1725509,LG디스플레이
172099,20120601,21000,21550,20900,21150,2355294,LG디스플레이
172100,20120604,20200,20450,19600,20050,2806909,LG디스플레이
172101,20120605,20250,20750,20050,20450,2086524,LG디스플레이
172102,20120607,21050,22150,20950,21750,3808932,LG디스플레이
172103,20120608,21750,22500,21550,21850,3226353,LG디스플레이
172104,20120611,22550,23450,22450,23100,3373828,LG디스플레이
172105,20120612,22600,23000,22400,22800,2075655,LG디스플레이
172106,20120613,23200,23250,22700,22750,1450868,LG디스플레이
172107,20120614,22600,22850,21900,22350,2936082,LG디스플레이
172108,20120615,22600,22600,22000,22300,1893433,LG디스플레이
172109,20120618,22850,23050,22150,22350,2392505,LG디스플레이
172110,20120619,22150,22450,21900,22100,1975793,LG디스플레이
172111,20120620,22550,23050,22350,22900,2794166,LG디스플레이
172112,20120621,22800,23250,22600,22600,1392165,LG디스플레이
172113,20120622,22200,22350,22100,22100,1450374,LG디스플레이
172114,20120625,21900,22150,21300,21500,1957492,LG디스플레이
172115,20120626,21350,21700,21200,21200,1373470,LG디스플레이
172116,20120627,21300,21400,20900,21050,1756435,LG디스플레이
172117,20120628,21000,21300,20900,21150,1118819,LG디스플레이
172118,20120629,20900,21400,20650,21350,2461267,LG디스플레이
172119,20120702,21700,22000,21600,21600,1647852,LG디스플레이
172120,20120703,21750,22400,21700,22400,1713671,LG디스플레이
172121,20120704,22750,23450,22600,23000,3749949,LG디스플레이
172122,20120705,23000,23650,22850,23300,2798525,LG디스플레이
172123,20120706,23300,23900,22950,23650,3048304,LG디스플레이
172124,20120709,23350,23700,23000,23100,1433633,LG디스플레이
172125,20120710,23100,23350,22450,22800,1787522,LG디스플레이
172126,20120711,22650,22950,22500,22600,1192195,LG디스플레이
172127,20120712,22800,23350,22500,22500,2222095,LG디스플레이
172128,20120713,22450,23300,21500,22950,3257114,LG디스플레이
172129,20120716,23050,23300,22400,22700,1363476,LG디스플레이
172130,20120717,22500,23250,22450,22700,1634667,LG디스플레이
172131,20120718,22800,23050,21350,21750,2263561,LG디스플레이
172132,20120719,22000,22200,20950,21400,3206599,LG디스플레이
172133,20120720,21400,22100,21400,21950,1459176,LG디스플레이
172134,20120723,21900,22150,21550,21650,1256925,LG디스플레이
172135,20120724,21600,22250,21500,22100,1401133,LG디스플레이
172136,20120725,21600,21600,20950,21050,2315155,LG디스플레이
172137,20120726,20850,21900,20450,21900,2814947,LG디스플레이
172138,20120727,22900,23650,22750,23500,4984953,LG디스플레이
172139,20120730,23750,24050,23500,23700,2146108,LG디스플레이
172140,20120731,23600,24500,23600,24450,2741343,LG디스플레이
172141,20120801,24050,24550,23800,24200,1730901,LG디스플레이
172142,20120802,24100,24350,23850,23950,855994,LG디스플레이
172143,20120803,23650,25050,23500,24800,3488679,LG디스플레이
172144,20120806,25450,25750,25100,25150,2444809,LG디스플레이
172145,20120807,25000,25150,24650,24700,1326617,LG디스플레이
172146,20120808,24950,25500,24500,24600,2876544,LG디스플레이
172147,20120809,24750,25500,24700,25250,2452130,LG디스플레이
172148,20120810,25350,26200,25350,26000,3106327,LG디스플레이
172149,20120813,26150,26150,25600,25800,1036691,LG디스플레이
172150,20120814,25900,26450,25850,26350,1928076,LG디스플레이
172151,20120816,26850,27000,26250,26350,1554884,LG디스플레이
172152,20120817,26650,27200,26550,27000,2954509,LG디스플레이
172153,20120820,27050,27200,26500,26900,1505303,LG디스플레이
172154,20120821,27300,27500,26450,26650,1965467,LG디스플레이
172155,20120822,26650,27150,26050,26950,2677325,LG디스플레이
172156,20120823,27100,27200,26250,26450,1709718,LG디스플레이
172157,20120824,26050,26500,25600,25800,2105799,LG디스플레이
172158,20120827,26650,27200,26400,26900,3632959,LG디스플레이
172159,20120828,27050,27350,26650,26800,1502396,LG디스플레이
172160,20120829,26900,27100,26500,26800,1588275,LG디스플레이
172161,20120830,26450,26700,25850,26250,1515684,LG디스플레이
172162,20120831,25950,26300,25700,25950,1639042,LG디스플레이
172163,20120903,26550,26600,26000,26050,1617965,LG디스플레이
172164,20120904,26000,26750,26000,26600,1469432,LG디스플레이
172165,20120905,26700,27050,26600,26700,1881152,LG디스플레이
172166,20120906,26900,27000,26300,27000,1514342,LG디스플레이
172167,20120907,27800,27950,27200,27550,2685598,LG디스플레이
172168,20120910,27300,27600,27100,27450,1652632,LG디스플레이
172169,20120911,27500,27600,26950,27200,1869634,LG디스플레이
172170,20120912,27350,27650,27000,27600,2414582,LG디스플레이
172171,20120913,27600,27750,26850,27050,3666672,LG디스플레이
172172,20120914,27700,28400,27650,28350,3634743,LG디스플레이
172173,20120917,28800,28900,28300,28550,1838738,LG디스플레이
172174,20120918,28800,28900,28500,28900,2026958,LG디스플레이
172175,20120919,29000,29600,28950,29400,2211663,LG디스플레이
172176,20120920,29500,29950,29250,29300,1922218,LG디스플레이
172177,20120921,29300,29400,27850,28500,4250935,LG디스플레이
172178,20120924,28600,29200,28200,29050,2156543,LG디스플레이
172179,20120925,28750,28900,27900,28250,1971719,LG디스플레이
172180,20120926,27850,28700,27650,27900,3318048,LG디스플레이
172181,20120927,27750,27950,27100,27800,1817591,LG디스플레이
172182,20120928,28000,28400,27900,28350,1367030,LG디스플레이
172183,20121002,28300,28850,28200,28600,1259109,LG디스플레이
172184,20121004,28800,29150,28100,28100,2296958,LG디스플레이
172185,20121005,27600,27750,26600,26850,4171949,LG디스플레이
172186,20121008,26800,26950,26100,26450,1836339,LG디스플레이
172187,20121009,26450,26900,26300,26350,1842020,LG디스플레이
172188,20121010,26050,27000,26050,26600,1985803,LG디스플레이
172189,20121011,26550,27450,26500,27050,2271742,LG디스플레이
172190,20121012,27250,27850,27150,27150,1630137,LG디스플레이
172191,20121015,27050,27550,26900,27050,943795,LG디스플레이
172192,20121016,27350,28550,27300,28350,2697644,LG디스플레이
172193,20121017,29150,29550,29100,29200,3193344,LG디스플레이
172194,20121018,29350,29600,28750,29600,2071468,LG디스플레이
172195,20121019,29400,29950,28950,29350,1637880,LG디스플레이
172196,20121022,28650,29900,28600,29500,1754119,LG디스플레이
172197,20121023,29800,30550,29800,30050,2645208,LG디스플레이
172198,20121024,29800,30700,29500,30500,2842685,LG디스플레이
172199,20121025,30150,30950,30100,30500,2150672,LG디스플레이
172200,20121026,31000,31000,29650,30150,1906249,LG디스플레이
172201,20121029,31250,32900,31200,32450,7130360,LG디스플레이
172202,20121030,32800,32900,32100,32500,2394626,LG디스플레이
172203,20121031,32600,33000,32100,32400,2457221,LG디스플레이
172204,20121101,32400,33500,32200,33100,3943212,LG디스플레이
172205,20121102,33950,34700,33750,34350,4747852,LG디스플레이
172206,20121105,34350,35000,33800,34750,2812562,LG디스플레이
172207,20121106,34950,35250,33850,35100,2910052,LG디스플레이
172208,20121107,35450,36600,35100,36150,3629047,LG디스플레이
172209,20121108,35700,36400,35500,36100,2237157,LG디스플레이
172210,20121109,35800,36300,35400,35400,1956575,LG디스플레이
172211,20121112,35600,35650,34500,35350,1898530,LG디스플레이
172212,20121113,35400,35600,34700,35050,1653457,LG디스플레이
172213,20121114,35200,35550,34150,34950,3038809,LG디스플레이
172214,20121115,34200,34950,34000,34250,2159926,LG디스플레이
172215,20121116,34250,34750,33950,34050,1629149,LG디스플레이
172216,20121119,34800,35150,34350,34650,1894511,LG디스플레이
172217,20121120,35500,36300,35400,36050,2925410,LG디스플레이
172218,20121121,36050,36050,34600,35100,2292563,LG디스플레이
172219,20121122,35400,35950,34550,35800,1820724,LG디스플레이
172220,20121123,35700,36250,35250,36200,1432124,LG디스플레이
172221,20121126,36650,36950,35450,35800,2516577,LG디스플레이
172222,20121127,36200,36250,35100,36200,2609743,LG디스플레이
172223,20121128,35700,35900,35350,35750,2051500,LG디스플레이
172224,20121129,35700,36100,34000,34400,5417887,LG디스플레이
172225,20121130,34100,35100,33500,34600,3515232,LG디스플레이
172226,20121203,34650,34850,34100,34300,1814672,LG디스플레이
172227,20121204,34000,34800,34000,34550,1215928,LG디스플레이
172228,20121205,34750,35600,34700,35350,1687235,LG디스플레이
172229,20121206,35200,35550,34600,35100,1484851,LG디스플레이
172230,20121207,34850,35550,34700,35400,1116567,LG디스플레이
172231,20121210,35050,35350,34000,34650,2125268,LG디스플레이
172232,20121211,34700,35000,34250,34400,1519169,LG디스플레이
172233,20121212,34000,34100,32500,32700,5957634,LG디스플레이
172234,20121213,32800,33250,32150,33000,4072034,LG디스플레이
172235,20121214,32500,32750,31500,31700,4843581,LG디스플레이
172236,20121217,31000,31550,30400,30800,5368096,LG디스플레이
172237,20121218,31200,31800,31100,31550,2801920,LG디스플레이
172238,20121220,31750,31850,30850,31350,2449007,LG디스플레이
172239,20121221,31400,31450,29950,30250,3237998,LG디스플레이
172240,20121224,30300,30350,29400,29700,2881092,LG디스플레이
172241,20121226,29850,30600,29750,29850,2192117,LG디스플레이
172242,20121227,30400,31000,30250,30950,1989728,LG디스플레이
172243,20121228,31050,31350,30650,31050,1726121,LG디스플레이
172244,20130102,31500,31800,30950,31500,2042295,LG디스플레이
172245,20130103,31900,31900,31300,31650,2318172,LG디스플레이
172246,20130104,31550,31750,30300,30850,3043788,LG디스플레이
172247,20130107,30500,30600,29800,30050,3054802,LG디스플레이
172248,20130108,30050,30300,29400,29400,3125044,LG디스플레이
172249,20130109,29550,30300,29450,29850,2639920,LG디스플레이
172250,20130110,29650,29850,29050,29850,2239894,LG디스플레이
172251,20130111,30000,30250,29450,29550,1962779,LG디스플레이
172252,20130114,29600,29600,28350,28900,4430008,LG디스플레이
172253,20130115,28700,28750,27800,27900,3913209,LG디스플레이
172254,20130116,27800,28000,27200,27450,4249714,LG디스플레이
172255,20130117,27950,28550,27900,28400,3504314,LG디스플레이
172256,20130118,28550,28850,28400,28800,2005669,LG디스플레이
172257,20130121,28700,28700,28100,28500,2092494,LG디스플레이
172258,20130122,28450,29450,28400,29300,3620237,LG디스플레이
172259,20130123,29300,29500,28850,28900,1870969,LG디스플레이
172260,20130124,28500,28650,28000,28550,3512581,LG디스플레이
172261,20130125,28650,28700,27600,27850,2915297,LG디스플레이
172262,20130128,27700,28200,27500,28000,2055247,LG디스플레이
172263,20130129,28350,28950,28200,28750,2589912,LG디스플레이
172264,20130130,28950,29250,28600,28850,1909425,LG디스플레이
172265,20130131,28800,29300,28550,29300,2171576,LG디스플레이
172266,20130201,29300,29400,28450,28600,2236141,LG디스플레이
172267,20130204,28850,28950,27850,28150,1700109,LG디스플레이
172268,20130205,27800,28150,27500,27650,1800759,LG디스플레이
172269,20130206,28000,28750,27850,28550,2157348,LG디스플레이
172270,20130207,28700,29350,28350,28700,2120804,LG디스플레이
172271,20130208,28600,29300,28200,29100,2094967,LG디스플레이
