,data,open,high,low,close,Volume,name
172812,20150423,32300,32450,31200,31450,6793389,LG디스플레이
172813,20150424,31700,31900,30550,30750,3690933,LG디스플레이
172814,20150427,31000,31150,30750,30750,1925727,LG디스플레이
172815,20150428,31050,31100,30750,30900,1432619,LG디스플레이
172816,20150429,30950,30950,30300,30450,1776853,LG디스플레이
172817,20150430,30250,30600,29600,29850,2293932,LG디스플레이
172818,20150504,30000,30200,29850,30100,793078,LG디스플레이
172819,20150506,30050,30400,29950,30150,1188794,LG디스플레이
172820,20150507,30000,30450,29850,30000,955696,LG디스플레이
172821,20150508,30050,30200,29900,29950,726912,LG디스플레이
172822,20150511,30150,30350,29850,29900,1020000,LG디스플레이
172823,20150512,29850,29850,29200,29300,1778218,LG디스플레이
172824,20150513,29200,29600,29100,29300,1142711,LG디스플레이
172825,20150514,29550,30350,29400,30150,1540648,LG디스플레이
172826,20150515,30350,30450,29850,30000,709580,LG디스플레이
172827,20150518,30200,30250,29650,29850,669066,LG디스플레이
172828,20150519,30000,30250,29550,30100,1169291,LG디스플레이
172829,20150520,30350,30950,30250,30650,1753520,LG디스플레이
172830,20150521,30800,30900,30200,30300,1046365,LG디스플레이
172831,20150522,30350,30900,30100,30900,1292856,LG디스플레이
172832,20150526,30900,30950,29950,30000,1368739,LG디스플레이
172833,20150527,30050,30250,29650,30000,1424270,LG디스플레이
172834,20150528,30300,30350,29800,30050,1092595,LG디스플레이
172835,20150529,29750,29950,29100,29250,2581944,LG디스플레이
172836,20150601,29350,29350,28700,29000,1393097,LG디스플레이
172837,20150602,29450,30000,29250,29900,2325000,LG디스플레이
172838,20150603,29900,30100,29450,29750,1153176,LG디스플레이
172839,20150604,29700,30200,29650,29900,1316008,LG디스플레이
172840,20150605,29800,29800,28550,28800,2294492,LG디스플레이
172841,20150608,28750,29150,28500,28850,810335,LG디스플레이
172842,20150609,28800,28950,28150,28200,1867645,LG디스플레이
172843,20150610,27950,28400,27650,28000,1833760,LG디스플레이
172844,20150611,28300,28350,27500,27500,1831162,LG디스플레이
172845,20150612,27500,27650,26700,26750,2530218,LG디스플레이
172846,20150615,26800,27550,26750,27200,1569497,LG디스플레이
172847,20150616,27100,27250,26250,26400,1393587,LG디스플레이
172848,20150617,26250,26650,26150,26350,1361888,LG디스플레이
172849,20150618,26500,26550,26250,26450,1111205,LG디스플레이
172850,20150619,26700,27650,26650,27050,1656731,LG디스플레이
172851,20150622,27000,27050,26350,26500,1217356,LG디스플레이
172852,20150623,26700,26750,25100,25250,3972476,LG디스플레이
172853,20150624,25500,25850,25200,25450,2252084,LG디스플레이
172854,20150625,25400,25550,24900,25000,1916377,LG디스플레이
172855,20150626,25000,25450,25000,25400,1303499,LG디스플레이
172856,20150629,25000,25250,24600,25150,1274234,LG디스플레이
172857,20150630,25350,25850,25200,25850,1799764,LG디스플레이
172858,20150701,26000,26050,25400,25450,1284345,LG디스플레이
172859,20150702,25500,25550,24900,25000,1477675,LG디스플레이
172860,20150703,25050,25100,24850,25050,890506,LG디스플레이
172861,20150706,25000,25250,24550,24550,964329,LG디스플레이
172862,20150707,24800,25700,24650,25550,1787956,LG디스플레이
172863,20150708,25600,26000,25000,25050,1620787,LG디스플레이
172864,20150709,25100,25650,24600,25550,1113698,LG디스플레이
172865,20150710,25550,25600,24700,24900,1552035,LG디스플레이
172866,20150713,24900,25250,24600,25000,918968,LG디스플레이
172867,20150714,25150,25200,24550,24650,1119990,LG디스플레이
172868,20150715,24650,25150,24650,24900,776221,LG디스플레이
172869,20150716,25050,25250,24700,24900,844096,LG디스플레이
172870,20150717,25050,25050,23650,23800,2327325,LG디스플레이
172871,20150720,23550,23700,22850,23350,1760180,LG디스플레이
172872,20150721,23350,23750,23300,23600,1229325,LG디스플레이
172873,20150722,23350,24450,23200,23300,1907695,LG디스플레이
172874,20150723,23350,23750,22150,22950,3945589,LG디스플레이
172875,20150724,22950,23100,22250,22950,1877262,LG디스플레이
172876,20150727,22500,23650,22250,22950,2845664,LG디스플레이
172877,20150728,22850,23400,22700,22850,1155201,LG디스플레이
172878,20150729,22800,23200,22700,23200,1728601,LG디스플레이
172879,20150730,23150,23200,22400,22700,1838891,LG디스플레이
172880,20150731,22400,22750,21550,22100,2741653,LG디스플레이
172881,20150803,22150,22750,22150,22300,1459698,LG디스플레이
172882,20150804,22850,23950,22850,23350,3851169,LG디스플레이
172883,20150805,23450,23750,23050,23400,1663492,LG디스플레이
172884,20150806,23350,24300,23250,23950,3881396,LG디스플레이
172885,20150807,23900,23900,22750,22800,2453444,LG디스플레이
172886,20150810,22900,22950,22250,22800,922631,LG디스플레이
172887,20150811,23150,23200,22700,22700,1182363,LG디스플레이
172888,20150812,22600,22950,22500,22850,1184647,LG디스플레이
172889,20150813,22900,23100,22550,22850,1379314,LG디스플레이
172890,20150817,22950,23100,22200,22200,2004287,LG디스플레이
172891,20150818,22300,23150,22300,22800,1999372,LG디스플레이
172892,20150819,22700,22850,22150,22350,1902243,LG디스플레이
172893,20150820,22050,22600,22050,22300,1012110,LG디스플레이
172894,20150821,21500,21750,21100,21150,2210630,LG디스플레이
172895,20150824,20700,21500,20500,20800,1931494,LG디스플레이
172896,20150825,20800,21750,20550,21450,2004178,LG디스플레이
172897,20150826,21500,22200,21500,22050,1340466,LG디스플레이
172898,20150827,22250,22400,21900,22000,1326543,LG디스플레이
172899,20150828,22300,22800,22200,22650,1179761,LG디스플레이
172900,20150831,22750,23350,22500,23050,1819438,LG디스플레이
172901,20150901,23450,23650,22800,23050,1829956,LG디스플레이
172902,20150902,22400,23050,22250,22850,1232038,LG디스플레이
172903,20150903,23050,24150,23050,24050,2788836,LG디스플레이
172904,20150904,24350,25150,24250,24800,3406633,LG디스플레이
172905,20150907,25050,25300,24450,25050,1602005,LG디스플레이
172906,20150908,25050,25300,24350,25150,1903949,LG디스플레이
172907,20150909,25500,25650,25100,25300,1766867,LG디스플레이
172908,20150910,25050,25400,24650,25400,1625452,LG디스플레이
172909,20150911,25100,25300,24850,25000,1395094,LG디스플레이
172910,20150914,24900,25100,23900,24400,2315239,LG디스플레이
172911,20150915,24400,24550,24000,24200,1399983,LG디스플레이
172912,20150916,24350,25200,24200,25050,1734501,LG디스플레이
172913,20150917,25200,25300,24700,25150,1264793,LG디스플레이
172914,20150918,25150,25200,24300,24650,1302838,LG디스플레이
172915,20150921,24300,24500,23950,24350,1045438,LG디스플레이
172916,20150922,24300,24400,23000,23200,3928497,LG디스플레이
172917,20150923,22800,23000,22500,22800,2110259,LG디스플레이
172918,20150924,22650,23100,22500,22550,1521607,LG디스플레이
172919,20150925,22250,22900,22250,22750,907801,LG디스플레이
172920,20150930,22450,22650,22100,22650,1373371,LG디스플레이
172921,20151001,22700,22800,22350,22450,1087162,LG디스플레이
172922,20151002,22450,22750,22350,22500,935825,LG디스플레이
172923,20151005,22600,22650,22350,22450,934279,LG디스플레이
172924,20151006,22600,22900,22600,22800,1042878,LG디스플레이
172925,20151007,22750,23050,22650,22900,989476,LG디스플레이
172926,20151008,22750,23050,22700,23050,1321562,LG디스플레이
172927,20151012,23350,23350,23000,23150,1050817,LG디스플레이
172928,20151013,23100,23250,22800,23000,962196,LG디스플레이
172929,20151014,22850,22950,22500,22750,1226501,LG디스플레이
172930,20151015,22700,24000,22650,23900,2460803,LG디스플레이
172931,20151016,24150,24300,23450,23650,1116325,LG디스플레이
172932,20151019,23650,24000,23500,23800,815450,LG디스플레이
172933,20151020,23700,23800,23150,23400,1181905,LG디스플레이
172934,20151021,23100,23900,23100,23450,1830418,LG디스플레이
172935,20151022,23550,24250,23200,23550,1808917,LG디스플레이
172936,20151023,22750,22850,22000,22100,3942604,LG디스플레이
172937,20151026,22250,22450,21850,22050,1492608,LG디스플레이
172938,20151027,21950,22000,21650,21800,1269262,LG디스플레이
172939,20151028,21850,22100,21250,21300,1795717,LG디스플레이
172940,20151029,21450,22250,21450,21750,2003254,LG디스플레이
172941,20151030,21850,22100,21550,21600,1006532,LG디스플레이
172942,20151102,21550,21800,21300,21800,728949,LG디스플레이
172943,20151103,21900,22200,21850,22200,1025899,LG디스플레이
172944,20151104,22400,22400,21900,21950,951112,LG디스플레이
172945,20151105,21950,22350,21950,22350,1109940,LG디스플레이
172946,20151106,22200,22300,21600,21800,1284498,LG디스플레이
172947,20151109,21750,21950,21450,21600,693428,LG디스플레이
172948,20151110,21400,22050,21400,21950,916389,LG디스플레이
172949,20151111,21800,21950,21500,21600,877205,LG디스플레이
172950,20151112,21600,21900,21600,21850,613839,LG디스플레이
172951,20151113,21550,21700,21400,21450,779829,LG디스플레이
172952,20151116,20900,21150,20500,20600,1521253,LG디스플레이
172953,20151117,21000,21100,20750,20850,835492,LG디스플레이
172954,20151118,20950,21100,20800,20800,613539,LG디스플레이
172955,20151119,20950,21700,20950,21350,1006444,LG디스플레이
172956,20151120,21600,22700,21600,22550,2830286,LG디스플레이
172957,20151123,22300,22500,21800,21950,1579802,LG디스플레이
172958,20151124,21900,23600,21900,23550,3949125,LG디스플레이
172959,20151125,23650,25200,23650,24900,6489582,LG디스플레이
172960,20151126,25100,25450,24750,25150,3652107,LG디스플레이
172961,20151127,25350,26100,25300,25700,3948581,LG디스플레이
172962,20151130,25550,25550,24700,25400,2810711,LG디스플레이
172963,20151201,25450,25700,24750,25050,2729627,LG디스플레이
172964,20151202,25150,25300,24700,25000,1233522,LG디스플레이
172965,20151203,24900,24950,24400,24800,2197860,LG디스플레이
172966,20151204,24550,25800,24450,25750,3117024,LG디스플레이
172967,20151207,26050,26250,25800,25900,2834699,LG디스플레이
172968,20151208,25700,25700,25200,25500,1718944,LG디스플레이
172969,20151209,25650,25650,24750,25200,1285108,LG디스플레이
172970,20151210,25150,25350,24650,25050,1721388,LG디스플레이
172971,20151211,24600,24800,24450,24550,1844221,LG디스플레이
172972,20151214,24200,24250,23550,24000,1979950,LG디스플레이
172973,20151215,24050,24650,23800,24500,1214788,LG디스플레이
172974,20151216,24850,25000,24450,24650,1545059,LG디스플레이
172975,20151217,24500,25100,24450,24750,1409187,LG디스플레이
172976,20151218,24300,24400,23600,23900,2193602,LG디스플레이
172977,20151221,23950,25500,23950,25250,2128047,LG디스플레이
172978,20151222,25250,26150,24600,25900,3271586,LG디스플레이
172979,20151223,25900,26300,25350,25750,1322313,LG디스플레이
172980,20151224,25900,26000,25200,25200,896432,LG디스플레이
172981,20151228,25400,25600,24600,24600,879785,LG디스플레이
172982,20151229,24550,24800,24150,24300,853799,LG디스플레이
172983,20151230,24600,25500,24500,24550,1479558,LG디스플레이
172984,20160104,24500,24500,23800,23900,822704,LG디스플레이
172985,20160105,23850,24450,23650,23800,1139556,LG디스플레이
172986,20160106,24150,24400,22800,23100,2203154,LG디스플레이
172987,20160107,22750,23350,22300,22600,1297944,LG디스플레이
172988,20160108,22250,22550,22050,22450,1218193,LG디스플레이
172989,20160111,22200,22300,21950,22000,1115775,LG디스플레이
